apogee_id,period (days)
2M08503912+1042340,1.51
2M08503978+1130184,1.11
2M08503991+1158324,1.0
2M08504255+1152273,1.03
2M08504317+0052592,1.56
2M08504383+1118455,1.72
2M08504511+1136023,1.08
2M08504559+1155357,1.05
2M08504952+1217158,1.56
2M08504960+1151162,1.01
2M08505142+1126541,1.0
2M08505477+1144141,1.0
2M08505498+1156503,1.03
2M08510131+1141587,1.07
2M08510351+1145027,1.0
2M08510421+0028107,2.0
2M08510530+1201492,1.0
2M08510576+1143469,1.19
2M08510723+1153019,1.36
2M08510890+1148377,1.04
2M08510922+1153141,1.21
2M08510969+1159096,1.01
2M08511275+6956448,1.45
2M08511292+1234492,1.01
2M08511501+1148527,1.03
2M08511628+1144328,1.02
2M08511759+1139359,1.02
2M08511826+1150196,1.43
2M08511840+1141041,1.05
2M08511963+1232465,1.0
2M08512034+1136093,1.11
2M08512051+0236153,6.36
2M08512129+1154144,1.02
2M08512189+0040049,70.0
2M08512270+0213148,6.36
2M08512515+1214495,1.24
2M08512530+1202563,1.55
2M08512671+1156121,1.45
2M08512701+1151525,1.0
2M08512734+1207406,1.21
2M08512742+0014013,1.01
2M08512861+1138314,1.03
2M08513179+0056244,1.08
2M08513259+1148520,1.01
2M08513365+1138336,1.0
2M08513431+1151104,1.31
2M08513553+1139469,1.05
2M08513724+1146557,1.01
2M08514066+1152068,1.0
2M08514089+1157443,1.01
2M08514194+1143371,1.02
2M08514742+1147096,1.02
2M08514814+1159313,1.23
2M08514823+1119578,1.18
2M08514832+1151118,1.0
2M08514864+1149156,1.0
2M08515309+1140536,1.1
2M08515345+1215049,1.46
2M08515586+1109312,1.0
2M08515600+1151264,1.01
2M08515674+1146546,1.23
2M08515787+1145459,1.0
2M08515910+0032061,2.0
2M08520851+1155404,1.0
2M08520913+1136584,1.14
2M08521074+1144058,1.0
2M08521554+1139567,1.0
2M08521588+7044211,1.06
2M08521691+1149001,1.18
2M08521972+1152228,1.0
2M08522052+1132028,1.07
2M08523391+1141329,1.0
2M08523775+1143316,1.0
2M08523947+1149177,1.0
2M08524111+1201328,1.16
2M08524177+1211315,1.28
2M08531093+0120047,70.0
2M08532002+0007589,1.02
2M08532217+1241133,1.0
2M08534367+1050113,1.72
2M08534975+7000160,1.0
2M08535065+1029337,1.01
2M08535380+0017325,1.43
2M08540280+1057052,1.0
2M08541894+1239291,1.89
2M08542075+0134317,7.78
2M08542737+1038542,1.0
2M08542841+1113088,1.5
2M08544465+1130053,1.03
2M08544578+1218431,1.01
2M08545758+0229294,1.03
2M08545897+1225409,1.84
2M08552622+1054187,1.0
2M08553160+0102331,1.04
2M08554792+1228051,1.09
2M09000742+7014449,1.04
2M09003441+7044006,1.0
2M09004959+7017054,1.15
2M09013988+6947324,1.96
2M09030779+4435082,1.5
2M09031879+7111168,1.0
2M09035296+6953468,1.04
2M09042761+7142050,1.05
2M09052474+7047411,1.0
2M09072613+7031131,1.0
2M09085730-6436430,1.0
2M09092060+2212341,1.37
2M09092274+2200528,1.0
2M09092614+2211370,1.31
2M09093001+7151081,1.0
2M09102996+2140169,1.31
2M09103077+2117145,1.7
2M09103326-4847431,1.02
2M09105082+2218057,1.0
2M09110505-6539498,1.0
2M09111180+2142329,1.04
2M09111988-6540374,1.5
2M09112272+2112330,1.0
2M09112375+2225581,1.02
2M09112559+2307135,1.72
2M09112850+2223427,1.04
2M09112970-6456278,1.06
2M09113091-4840184,1.0
2M09114247+7003568,1.0
2M09122740-6420233,1.73
2M09123355+6955409,1.03
2M09123385+2307513,1.09
2M09125683+2115547,1.0
2M09130765-4747313,1.08
2M09131176-6443252,1.0
2M09131290-4744240,1.0
2M09131687+2149590,1.8
2M09131947-4743301,1.18
2M09132774+2129212,1.12
2M09134444+2118128,1.0
2M09135509+2055246,1.03
2M09140161+2326075,1.03
2M09143126+2057288,1.0
2M09145187+2110146,1.0
2M09151344-6443289,1.0
2M09152440-4744184,1.87
2M09152677+2248289,1.09
2M09152850-4821337,1.03
2M09153632+2212581,1.0
2M09155562-4834146,1.13
2M09155895-6451456,1.52
2M09161783+2126446,1.05
2M09163277+2244176,1.29
2M09163975+2254385,1.25
2M09164349-4819501,1.31
2M09164500+2301124,1.0
2M09164528+2336540,1.03
2M09170160-4119106,1.0
2M09170555-6519256,1.33
2M09171315+2134096,1.24
2M09172065+2154501,1.01
2M09173807-4107412,1.0
2M09174818+2332350,1.02
2M09175431-4820509,2.01
2M09183649+2207022,1.41
2M09184204+2151553,1.12
2M09184465+2216349,1.18
2M09184641+2146171,1.0
2M09184931+2148307,1.0
2M09191349-4107214,1.81
2M09192647-4157072,1.0
2M09193068-4121073,1.78
2M09193467-4147288,1.84
2M09195870-4205169,1.03
2M09200860-6517341,1.0
2M09201891-4126267,1.0
2M09205417+2239255,1.0
2M09210036+2726338,1.02
2M09211525+2232465,1.05
2M09211599+2804175,1.63
2M09212758+2725053,1.0
2M09213084+2657214,1.46
2M09213106+2701321,1.01
2M09213687+2810032,1.0
2M09214836-4154254,1.0
2M09215172-4046429,1.0
2M09220753+2820107,1.0
2M09221389-4045506,1.59
2M09223813+4752596,1.08
2M09224382+2737561,1.01
2M09225680+4755333,1.24
2M09233075+4646201,1.0
2M09233377+4651101,1.0
2M09233922+4641509,1.2
2M09234721+2841341,1.0
2M09235683+2651343,1.01
2M09235833+2739155,1.01
2M09242660+2653053,1.0
2M09242664+2848343,1.11
2M09242985+2749003,1.0
2M09243012+2819228,1.37
2M09243292+2823159,1.0
2M09243401+2831377,1.5
2M09243694+4714578,1.03
2M09244403+2640593,1.12
2M09250621+2725098,1.0
2M09250673+2646592,1.08
2M09251687+4657433,1.01
2M09254658+2758431,1.0
2M09255777+4858362,1.67
2M09260396+4706425,1.94
2M09261728+2644102,1.0
2M09263810+4733123,1.0
2M09265703+2854508,1.12
2M09272491+2742337,1.03
2M09273124+2821006,1.02
2M09273146+5514107,1.04
2M09273613+2706364,1.06
2M09275176+2748408,1.04
2M09275179+4918208,1.01
2M09275873+4721268,1.01
2M09280102+5622384,1.5
2M09280412+2725458,1.02
2M09281643+2825093,1.0
2M09282191+2730441,1.94
2M09283916+5617343,1.15
2M09285509+4737428,1.0
2M09290319+2732048,1.15
2M09291839+5620396,1.01
2M09292242+5522096,1.0
2M09293527+2723377,1.05
2M09293571+2637027,1.07
2M09293714+4732193,1.03
2M09295445+2814502,1.0
2M09300004+2816541,1.24
2M09300270+2735520,1.0
2M09301659+2734517,1.02
2M09302678+2805385,1.04
2M09302738+2801284,1.08
2M09302862+4733136,1.13
2M09303109+2643404,1.05
2M09303285+2735099,1.0
2M09303396+5517405,1.1
2M09303693+4752127,1.77
2M09304393+5625045,1.17
2M09304679+2721506,1.16
2M09304744+5417137,1.04
2M09304810+2712390,1.31
2M09310583+5530183,1.4
2M09312704+2827132,1.01
2M09312917+5516247,1.01
2M09313219+4800029,1.0
2M09313481-6001540,1.49
2M09314062+5557072,1.0
2M09314884+4636235,1.27
2M09315754+5627526,1.04
2M09315850+4913340,1.0
2M09315925+5442554,1.0
2M09320136+5436317,1.04
2M09322984+4754402,1.54
2M09323846+4810005,1.0
2M09323872+5535404,1.0
2M09324937+2810005,1.01
2M09325362+5423213,1.07
2M09330220+4636296,1.02
2M09330740+4703509,1.06
2M09332824+4657322,1.0
2M09333704+4825151,1.01
2M09334375-6012077,1.75
2M09334456+4851053,1.0
2M09335112+2738072,1.0
2M09335205+4837497,1.03
2M09340997+4813399,1.0
2M09344876+5621198,1.0
2M09350289+5543210,1.0
2M09351367-6045339,1.86
2M09360318+4810233,1.16
2M09364289+5658126,1.64
2M09364408+4801390,1.11
2M09370900+5643052,1.16
2M09373096+4807003,1.01
2M09373589+5517114,1.01
2M09391165+5640465,1.0
2M09404752+5546523,1.2
2M09412979+5517588,1.32
2M09421907-6017217,1.82
2M09422285+3824526,1.19
2M09425014+3845176,1.03
2M09425467+3852214,1.0
2M09432257+3745230,1.16
2M09442061+3740588,1.17
2M09442349+3909260,1.0
2M09442586+3715273,1.0
2M09445278+3920566,3.06
2M09445489+3903443,1.0
2M09450089+5523221,1.45
2M09451750+3903571,1.0
2M09452112+3811202,1.52
2M09452657+3745517,1.0
2M09453388+5458511,1.37
2M09453396+3701386,1.03
2M09453574+3918553,1.0
2M09453676+3722037,1.04
2M09461075+3903206,1.0
2M09461383+3702017,1.0
2M09471320+3855591,1.23
2M09474399+3930271,1.0
2M09475216+3836519,1.23
2M09484895+3637052,1.01
2M09494567+3721221,1.1
2M09494959+3828349,1.15
2M09495250+3716269,1.0
2M09500172+3648365,1.0
2M09501356+3848562,1.11
2M09503144+3710544,1.06
2M09522871+3811487,1.76
2M09523161+3839031,1.0
2M09524248+3908260,1.0
2M09532839+0203263,1.0
2M09540063+3707188,1.0
2M09544228+3839196,1.26
2M09545147+3724541,1.64
2M09550750+3749092,1.56
2M09562117+3807304,1.04
2M10003719+2610290,1.06
2M10011915+2523431,1.02
2M10015612-5500118,1.28
2M10021001+2618294,1.0
2M10022629+2630446,1.05
2M10025908+2533015,1.0
2M10025923-5600212,1.15
2M10030088+2610350,1.0
2M10031448+2542363,1.37
2M10032482-5456073,1.0
2M10033761+2644325,1.08
2M10034372+2706591,1.0
2M10040117-5554295,1.0
2M10040923+2553277,1.0
2M10044310+2602539,1.01
2M10054582+2645448,1.06
2M10054996+2716239,1.24
2M10055020-5504431,1.6
2M10055117+2709342,1.0
2M10060180+2559163,1.08
2M10060187+2453040,1.0
2M10062894+2558204,1.04
2M10063818+2706587,1.68
2M10064351+2632146,1.0
2M10071258+2544142,1.09
2M10071975+2538144,1.0
2M10075413-5511560,1.0
2M10084359+2459209,1.05
2M10084371+2603566,1.22
2M10085302+2516418,1.23
2M10085590+2716449,1.04
2M10091464-5548225,1.3
2M10091523+2704288,1.0
2M10091804+2556083,1.0
2M10093027+2703158,1.18
2M10093590-0119166,1.0
2M10093717-0116057,1.06
2M10095790+2715150,1.13
2M10100163+2613297,1.0
2M10100870+2543504,1.57
2M10101424+2712243,1.42
2M10103107-0156423,1.14
2M10105157-0124327,1.0
2M10105664-0201021,1.0
2M10110704+2537002,1.0
2M10110985-0230561,1.0
2M10112167-0051082,1.01
2M10113501-0111110,1.58
2M10115129+2557309,1.07
2M10120138-0147217,1.0
2M10120603+2552553,1.0
2M10121123+2553551,1.01
2M10123429-0134408,1.01
2M10123591+2537467,1.0
2M10124160-0132514,1.0
2M10124651+2547351,1.34
2M10124755+2549230,1.0
2M10124835+2605170,1.0
2M10125471-0104119,1.01
2M10130196+2636487,1.0
2M10131514-0117200,1.0
2M10132601-0103470,1.01
2M10132690-0139514,1.06
2M10133243-0234198,1.0
2M10134627-0109406,1.02
2M10135296-0047576,1.07
2M10140035-0110253,1.0
2M10144428-0110021,1.01
2M10145164-0058445,1.0
2M10152592-0204318,1.0
2M10152996-0217340,1.45
2M10155268-0155583,1.0
2M10155433-0202039,1.74
2M10155532-0150488,1.0
2M10195322+1508388,1.0
2M10205046+1428380,1.0
2M10210379+1437427,1.01
2M10211687+1557000,1.02
2M10211972+1437528,1.38
2M10220551+1536188,1.0
2M10221687+1456201,1.18
2M10222684+1602369,1.12
2M10222930+1425011,1.01
2M10224970+1617556,1.21
2M10225916+1446103,1.0
2M10230333+1432006,1.43
2M10232543+1354192,1.64
2M10234404+1515252,1.0
2M10252435+1356349,1.1
2M10261429+1431465,1.03
2M10261671+1513211,1.07
2M10262135+1430100,1.0
2M10263024+1339100,1.05
2M10264732-5124306,1.33
2M10264845+1553445,1.0
2M10265759+1448400,1.0
2M10265826+1350192,1.0
2M10270672-5001091,1.0
2M10271377-5039146,1.0
2M10272964-5112425,1.03
2M10273674+1513533,1.0
2M10274528-5018137,1.0
2M10275443+1424111,1.0
2M10275668+1407031,1.0
2M10280658+1540413,1.0
2M10281668-5014467,1.0
2M10281949+1521304,1.0
2M10282225+1513231,1.34
2M10283221-5104189,1.0
2M10283988+1600230,1.08
2M10291514+1419126,1.0
2M10291947-4953244,1.0
2M10303444+1425299,1.22
2M10304638+1509081,1.01
2M10310831-5108380,1.0
2M10312045-5047584,1.0
2M10313580+2445220,1.0
2M10321616+2411136,1.0
2M10321761+3922063,1.0
2M10330437+3939166,1.02
2M10340762+3908222,1.0
2M10343340+2356466,1.0
2M10344790+2424372,1.17
2M10345740+2437484,1.0
2M10345895+3918396,1.0
2M10350001+2456102,1.23
2M10350477+2505444,1.14
2M10351667+2553273,1.05
2M10352040+3938159,1.01
2M10352794+2512348,1.04
2M10352835+2544144,1.0
2M10353013+2402529,1.0
2M10354819+3956598,1.0
2M10355071+3947183,1.01
2M10355400+3910161,1.07
2M10355832+3823349,1.31
2M10355983+2429331,1.02
2M10360136+2415150,1.0
2M10360239+3902359,1.0
2M10360628+2328350,1.49
2M10361500+2552066,1.0
2M10361578+4037443,1.0
2M10361860+2604420,1.0
2M10364996+2521065,1.0
2M10370619+2442084,1.03
2M10371320+3938106,1.02
2M10371611+2326595,1.01
2M10372399+2353595,1.0
2M10373524+3856064,1.0
2M10374391+2340157,1.0
2M10375236+3958361,1.0
2M10375581+3832034,1.0
2M10375621+2440526,1.21
2M10375721+2447287,1.0
2M10380752+4026141,1.03
2M10381002+3839461,1.0
2M10381590+3819042,1.13
2M10382013+3851362,1.0
2M10382973+2449005,1.0
2M10383569+2321365,1.0
2M10384358+2404506,1.23
2M10385792+4003337,1.0
2M10391997+2438333,1.0
2M10392447+2435256,1.01
2M10392504+3917435,1.33
2M10392538+4048426,1.0
2M10392768+2351569,1.49
2M10392955+3943118,1.02
2M10393233+2544364,1.0
2M10394506+4051212,1.0
2M10394512+4027558,1.01
2M10401050+2340009,1.1
2M10402037+4016540,1.0
2M10402917+2429366,1.0
2M10405752+2457577,1.0
2M10405841+3855438,1.0
2M10410233+2454418,1.01
2M10410595+2340377,1.15
2M10410924+2400121,1.0
2M10410940+2449188,1.0
2M10411279+2335343,1.24
2M10411450+2350435,1.01
2M10411863+3810212,1.0
2M10415892+2417463,1.18
2M10420901+3850486,1.0
2M10421286+3840431,1.0
2M10421456+4010288,1.49
2M10421794+2532057,1.0
2M10424441+3920257,1.0
2M10425249+3828416,1.0
2M10425678+3816553,1.26
2M10432888+3902536,1.0
2M10432959+3906042,1.0
2M10433583+3951162,1.12
2M10434361+3845248,1.2
2M10444596+4029378,1.0
2M10450051+3958191,1.03
2M10451933+4012159,1.01
2M10460561+3929405,1.75
2M10470810-0300109,1.02
2M10481393+4856366,1.0
2M10481792-0215070,1.0
2M10483234+4755441,1.03
2M10483953-0239486,1.0
2M10490052+4932403,1.0
2M10491057-0307503,1.26
2M10492443-0342425,1.2
2M10493192-0336547,1.07
2M10493557-0322577,1.14
2M10495295-0315446,1.29
2M10495960-0318512,1.01
2M10500270+4738598,1.01
2M10501058-0205075,1.01
2M10501912+4822389,1.02
2M10502104-0216564,1.07
2M10502590-0258529,1.1
2M10502684-0335297,1.0
2M10502973+4808520,1.0
2M10503874-0258260,1.0
2M10504018+4813272,1.04
2M10505866+4811547,1.0
2M10510360+4920341,1.02
2M10510449+4949076,1.54
2M10510616+4847143,1.18
2M10511140-0341159,1.22
2M10512047-0146140,1.4
2M10512510+4947296,1.01
2M10512714-0216242,1.0
2M10515671-0219097,1.56
2M10520481-0311166,1.0
2M10523011-0216003,1.24
2M10524735+4850317,1.0
2M10525308-0237441,1.05
2M10525720-0200220,1.0
2M10533144+4913525,1.66
2M10534166-0418150,1.29
2M10534820+4956077,1.0
2M10535550+4740163,1.64
2M10540113-0402297,1.0
2M10543021+4755419,1.05
2M10543302-0258044,1.0
2M10543346-0229129,1.01
2M10544911-0250496,1.54
2M10545598-0345575,1.0
2M10550468+4802287,1.02
2M10550513+4812041,1.04
2M10550525+4732232,1.0
2M10551120+4923386,1.02
2M10552039-0350426,1.0
2M10552625+4729228,1.0
2M10553193-0210523,1.0
2M10560106-0320453,1.01
2M10562571+4715035,1.62
2M10565167-0256272,1.44
2M10565663-0319157,1.04
2M10572595-0301100,1.0
2M10573997+4745290,1.88
2M10574641+4933124,1.03
2M10574777-0235538,1.23
2M10575320-0214508,1.0
2M10575908+1101016,1.0
2M10581631+1107031,1.0
2M10581665+4837480,1.0
2M10582142+4823375,1.0
2M10585681+4953339,1.04
2M10590109+4923506,1.08
2M10594511+4800503,1.01
2M11001169+4929368,1.3
2M11001505+4812204,1.0
2M11003320+4945442,1.3
2M11003646+1114097,1.01
2M11003847+1040273,1.02
2M11003999+1140176,1.0
2M11004000+1019347,1.13
2M11004170+1057102,1.0
2M11004513+1042350,1.17
2M11005126+4741327,1.56
2M11005252+1131270,1.19
2M11010340+1056135,1.0
2M11010597+1127483,1.11
2M11011949+1106181,1.22
2M11012268+1048057,1.0
2M11012473+1150041,1.0
2M11024857+1135109,1.01
2M11030297+1034441,1.44
2M11030359+1115345,1.0
2M11031736+4848484,1.17
2M11032608+0943472,1.01
2M11033773+0944260,1.0
2M11035676+0945223,1.01
2M11043705+1107478,1.01
2M11044885+1125170,1.45
2M11050050+1013286,1.0
2M11052563+1108479,1.31
2M11055298+1154260,1.0
2M11060631+1009530,1.0
2M11061975+1024160,1.0
2M11070275+1048390,1.0
2M11082822+1156184,1.0
2M11082959+1015207,1.0
2M11122452-1211165,1.51
2M11123844-1202195,1.0
2M11125142-1200059,1.31
2M11130216-1133515,1.0
2M11134120-1200224,1.2
2M11135505-1103356,1.0
2M11145493-1047386,1.0
2M11153406-1216344,1.5
2M11153656-1305496,1.0
2M11153734+1007244,1.05
2M11160022+0926182,1.85
2M11160679-1233137,1.14
2M11161255-1202022,1.46
2M11162800-1124273,1.0
2M11164040+1005329,1.0
2M11164361-1204212,1.0
2M11172413+1015353,1.01
2M11173115-1221377,1.0
2M11181399-1306120,1.02
2M11185156+1035475,1.9
2M11190690+0945038,1.63
2M11191798-1120328,1.19
2M11192195+0849022,1.01
2M11193259+0839286,1.8
2M11193756+1029353,1.0
2M11194083-1145531,1.03
2M11200105-1136095,1.74
2M11200214+0902092,1.0
2M11202578-1250147,1.0
2M11203318+0917584,1.0
2M11205441-1229083,1.0
2M11211981-1110092,1.52
2M11211992-1053311,1.0
2M11212177-1139456,1.08
2M11214040+0842345,1.0
2M11214068+1031263,1.49
2M11214180-1252565,1.0
2M11214502-1127119,1.35
2M11215732-1107090,1.01
2M11220957+1025238,1.11
2M11220976-1121146,1.0
2M11220994-1220104,1.02
2M11221446-1241502,1.01
2M11224770-1128057,1.0
2M11225637+0846177,1.0
2M11230797-1130000,1.01
2M11232630+0901172,1.0
2M11234287+0915478,1.47
2M11234864-1139305,1.21
2M11235840-1208483,1.01
2M11242051+1044399,1.0
2M11244588+0936026,1.0
2M11245303+1026353,1.03
2M11251446+1023103,1.1
2M11251462+0852304,1.73
2M11252902+0851470,1.0
2M11270559+1015404,1.0
2M11270983+0948150,1.22
2M11294849+3004025,1.0
2M11361176+8117369,1.53
2M11402407+0057077,1.89
2M11413917-1449234,1.0
2M11414512-1505127,1.0
2M11415890-1453079,1.0
2M11422793+0100393,1.81
2M11424258-1446190,1.14
2M11425035-1444479,1.06
2M11425912+0102535,1.2
2M11430725-1418121,1.0
2M11431243-1416361,1.08
2M11431623+0055135,1.0
2M11431990+0011067,1.84
2M11432313-1445538,1.0
2M11433068-1502341,1.0
2M11433266-1422443,1.0
2M11433591+3426108,1.26
2M11434104-1450596,1.02
2M11434726-1454190,1.56
2M11434789+0055434,1.05
2M11435416-1533383,1.0
2M11435456+0033196,1.0
2M11440447+0035379,1.02
2M11440764-1436005,1.05
2M11441681+3352072,1.51
2M11442061-1452188,1.01
2M11444360-1445022,1.0
2M11444587-1501420,1.0
2M11444799-1535339,1.0
2M11444883-1422211,1.0
2M11445163-1457294,1.0
2M11445303+0056228,1.0
2M11450049+0212147,1.01
2M11450263+0028299,1.02
2M11450339+0121238,1.0
2M11450686-1459096,1.0
2M11450869-1454576,1.63
2M11451235-1432069,1.0
2M11452275-1507076,1.0
2M11452461+0125173,1.0
2M11452578+0151005,1.0
2M11452622+3513341,1.14
2M11453327+3429426,1.02
2M11453817+3533557,1.03
2M11453946+0204391,1.89
2M11453977-1532361,1.0
2M11454321+0009084,1.6
2M11454682+0200456,1.19
2M11454787+0113525,1.0
2M11455331+0100204,1.1
2M11455704+3456258,1.0
2M11455842-1450339,1.66
2M11460817+3407061,1.0
2M11461135+3412105,1.0
2M11461618+3352396,1.0
2M11462020-1525398,1.01
2M11462469+0102248,1.0
2M11462673+0112460,1.0
2M11463215-1531569,1.0
2M11463223-1447379,1.03
2M11463394+0055104,1.79
2M11463570+3450190,1.01
2M11463743-0053010,1.05
2M11464970-1425491,1.0
2M11465280-1446457,1.02
2M11465980-1416418,1.39
2M11470129+0103597,1.14
2M11471217-0027319,1.0
2M11471754+3540107,1.0
2M11472601+3535247,1.01
2M11472757+0232346,1.34
2M11474169-0044335,1.02
2M11474948+0051345,1.0
2M11475832+0048451,1.25
2M11475869-1456148,1.38
2M11480818+0138132,1.0
2M11481256+0124306,1.0
2M11481344+0031377,1.32
2M11481919+0118185,1.0
2M11482978+0210208,1.47
2M11484441+3330038,1.01
2M11484542+0236344,1.09
2M11484960+1931353,1.0
2M11485866+3543102,1.23
2M11485904+0045527,1.0
2M11491116+0021334,1.05
2M11491815+3435418,1.0
2M11493493+3315124,1.06
2M11493543+0029284,1.06
2M11500045+2015357,1.02
2M11500305+1947075,1.11
2M11500570+1951465,1.01
2M11502550+1923063,1.14
2M11502835+3550085,1.86
2M11502953+0200011,1.0
2M11504111+3433085,1.41
2M11504118+3507076,1.0
2M11504974+3505099,1.01
2M11510060-0004383,1.12
2M11510555+0140519,1.56
2M11511702+1901138,1.0
2M11514168+1947468,1.0
2M11514521+3323435,1.0
2M11515317+3412525,1.0
2M11515885+1852032,1.27
2M11520984+0013093,1.19
2M11521538+0014501,1.0
2M11522159+3431483,1.03
2M11522881+0103231,1.29
2M11523430+2057275,1.46
2M11523444+2046515,1.44
2M11524971+3536508,1.6
2M11525436+2046381,1.35
2M11525674+3333026,1.03
2M11530713+3439287,1.01
2M11530832+2100344,1.5
2M11531081+0119327,1.01
2M11532145+1909580,1.01
2M11532472+0139026,1.0
2M11533390+3331544,1.0
2M11533556+0104367,1.0
2M11534433+3503459,1.0
2M11534840+3430261,1.27
2M11535258+3506013,1.05
2M11535457+1902109,1.0
2M11540687+3400219,1.0
2M11540869+3351349,1.04
2M11541100+1926056,1.01
2M11541855+3512092,1.54
2M11543928+1907302,1.03
2M11544353+3538068,1.05
2M11544435+2045577,1.03
2M11544570+1952054,1.0
2M11550304+3519115,1.0
2M11552746+1946394,1.21
2M11553307+1958531,1.0
2M11553508+1922584,1.02
2M11553550+3329207,1.0
2M11561682+2102205,1.0
2M11562815+1842366,1.43
2M11563337+2026217,1.07
2M11564409+3427026,1.0
2M11571859+3411497,1.33
2M11573894-7437044,1.0
2M11580727-7442557,1.15
2M11585243+1912068,1.0
2M11591363+2007580,1.06
2M11591755+1836435,1.0
2M11592433+1933267,1.8
2M12001947+1920016,1.0
2M12003196+1908367,1.01
2M12012758-7458183,1.0
2M12015738-7438453,1.0
2M12020154+1901402,1.03
2M12022257+1916260,1.0
2M12023535-7438252,1.12
2M12024301+0020210,1.03
2M12031019-7456327,1.04
2M12032259+0027180,1.56
2M12032493+1931438,1.01
2M12042423-0101001,1.0
2M12042697+0048140,1.0
2M12044661+1811209,1.01
2M12045063+1911396,1.01
2M12050231+1832081,1.0
2M12051194-7457382,1.0
2M12051317+1934065,1.51
2M12051562+0036325,1.0
2M12053950+1942073,1.05
2M12063023+0004155,1.0
2M12064611+1715209,1.01
2M12070357+0013407,1.5
2M12070528+0043260,1.48
2M12072913+0036598,1.0
2M12073331+0125132,1.01
2M12073409+1810281,1.01
2M12073427-0009431,1.0
2M12073605+1853589,1.6
2M12073911-7422077,1.04
2M12074713-7400204,1.0
2M12074849+0038259,1.0
2M12080480+1707498,1.03
2M12081257+1810430,1.24
2M12082685-7421261,1.42
2M12082951+0040326,1.1
2M12083160-7356546,1.0
2M12083507-0027243,1.04
2M12083527+1746555,1.01
2M12084115+1726057,1.03
2M12085521-7359368,1.07
2M12091019-0028456,1.0
2M12093089+0048121,1.29
2M12094442+0053182,1.0
2M12100405+0033175,1.38
2M12104933+0043120,1.55
2M12105030+1910562,1.01
2M12110153+0121574,1.09
2M12112555+1908295,1.01
2M12114607+0020542,1.0
2M12115177-0033030,1.0
2M12120684-0015576,1.05
2M12120929+0058047,1.06
2M12121139-7355068,1.02
2M12131474+1359248,1.0
2M12132501+1422455,1.57
2M12132673-7424404,1.0
2M12134666-7518529,1.0
2M12135286-7411187,1.0
2M12141950-7439376,1.1
2M12142977+1433409,1.04
2M12144225-7452248,1.15
2M12154845+1349282,1.01
2M12161809+1343522,1.0
2M12164028+1339116,1.03
2M12170040-7408372,1.52
2M12170596+1541409,1.0
2M12171474+1529050,1.08
2M12172999-7432343,1.04
2M12173340+1254063,1.08
2M12173556-7438051,1.0
2M12175871+0049459,1.0
2M12180941-6301134,1.0
2M12182567+0048289,1.08
2M12182666-0050404,1.07
2M12183088+1338078,1.04
2M12183589-7451224,1.0
2M12183673+1446115,1.12
2M12185107-6315113,1.04
2M12190182+2541120,1.36
2M12190192+1255081,1.0
2M12191831-0102421,1.0
2M12193809+2619120,1.0
2M12195571+0100311,1.0
2M12201387+1533262,1.0
2M12201448+2526072,1.04
2M12202659+1504050,1.0
2M12204136+2703163,1.04
2M12210006-0138348,1.14
2M12210859-6225386,1.0
2M12211197+2704339,1.03
2M12211673+0022029,1.36
2M12211862+1326565,1.01
2M12211967-0104322,1.01
2M12212053+1352596,1.0
2M12212673+2459493,1.31
2M12213159+1421358,1.29
2M12213265+1419550,1.0
2M12214070+2707510,1.0
2M12220975-6223535,1.19
2M12221082+2446259,1.38
2M12221374+2536527,1.02
2M12222252+1434366,1.03
2M12222875+1323289,1.01
2M12223673-6212574,1.47
2M12225224+2504000,1.0
2M12225797-6600512,1.0
2M12230840+2551049,1.49
2M12231298-6316319,1.04
2M12231445+1339429,1.0
2M12231542-6215528,1.04
2M12231587+1337197,1.32
2M12234182+2636054,1.02
2M12240555+2456242,1.0
2M12242208-0033160,1.0
2M12242433+0000450,1.18
2M12242665+2545077,1.0
2M12243377-0133570,1.01
2M12250078+2559265,1.03
2M12251419-6619167,1.04
2M12253047+2646128,1.0
2M12253547+2606546,1.02
2M12253655+0051168,1.05
2M12254042+0001548,1.21
2M12254829-6222072,1.02
2M12255052+2657168,1.0
2M12260547+2644385,1.0
2M12261316+2530014,1.0
2M12261982+2723174,1.0
2M12262401+2515430,1.01
2M12263867-0006125,1.0
2M12271232-6601112,1.0
2M12271711+2621221,1.0
2M12272628+2446569,1.0
2M12274630+2725219,1.16
2M12282020-6257272,1.04
2M12282418+2530335,1.03
2M12291082+2517459,1.0
2M12292516+2645236,1.0
2M12293856-5836320,1.59
2M12305363+2640263,1.0
2M12311596-5759186,1.66
2M12313367+2552132,1.26
2M12333450-5754486,1.19
2M12335171-5758257,1.44
2M12341807-5843003,1.93
2M12383663-0736479,1.0
2M12404862-0748188,1.0
2M12405736-0710571,1.0
2M12410981-0332125,1.0
2M12410997-0217257,1.0
2M12411782-0846345,1.52
2M12415580-0809155,1.0
2M12415955-0239157,1.0
2M12420465-0148473,1.01
2M12420521-0849162,1.0
2M12421782-0845496,1.15
2M12423837-0241161,1.01
2M12424369-0321462,1.02
2M12424391-0356105,1.82
2M12430646-0700137,1.0
2M12430738-0346007,1.06
2M12431796+1202224,1.0
2M12432349-0150545,1.02
2M12433543-0219417,1.0
2M12433803-0850033,1.92
2M12434266-0243320,1.0
2M12435505-0904434,1.0
2M12435558-0907153,1.0
2M12435680+1236005,1.22
2M12435971-0635427,1.0
2M12442682+1202307,1.0
